transaction_id,customer_id,date,amount,product_id
T1378,C1035,2023-10-11,47.41,33
T1379,C1223,2024-01-04,90.07,18
T1380,C1217,2024-01-18,53.02,36
T1381,C1246,2023-01-20,27.18,49
T1382,C1093,2024-03-05,93.13,5
T1383,C1061,2023-08-23,69.25,23
T1384,C1059,2024-06-15,31.39,5
T1385,C1034,2023-12-02,71.66,7
T1386,C1026,2024-06-26,12.6,42
T1387,C1105,2023-05-27,59.53,38
T1388,C1041,2024-01-20,45.02,48
T1389,C1187,2023-07-21,102.06,11
T1390,C1175,2024-05-13,49.28,8
T1391,C1109,2023-12-20,15.11,27
T1392,C1035,2024-03-12,173.37,9
T1393,C1289,2023-12-09,54.74,39
T1394,C1066,2024-03-18,60.03,20
T1395,C1237,2023-03-31,18.92,23
T1396,C1271,2023-05-13,139.08,23
T1397,C1274,2024-02-14,123.15,5
T1398,C1179,2023-04-17,116.15,36
T1399,C1179,2023-02-16,70.96,36
T1400,C1246,2023-11-21,93.34,41
T1401,C1226,2024-07-16,87.6,46
T1402,C1200,2023-06-29,19.33,11
T1403,C1285,2023-04-28,112.34,34
T1404,C1070,2024-02-25,22.18,6
T1405,C1010,2023-05-28,78.4,46
T1406,C1166,2024-03-25,87.42,37
T1407,C1172,2023-04-27,14.65,23
T1408,C1255,2023-04-20,93.25,36
T1409,C1056,2024-07-29,70.99,10
T1410,C1028,2023-12-14,67.14,39
T1411,C1238,2023-06-16,43.83,17
T1412,C1281,2023-09-19,62.14,22
T1413,C1069,2023-12-18,90.57,40
T1414,C1074,2023-01-27,31.07,38
T1415,C1222,2024-07-28,24.55,46
T1416,C1188,2023-10-05,96.85,32
T1417,C1099,2024-07-05,8.95,14
T1418,C1185,2024-04-03,103.67,41
T1419,C1195,2023-01-25,8.75,41
T1420,C1025,2024-04-09,50.18,39
T1421,C1203,2023-10-30,110.01,38
T1422,C1187,2024-05-26,104.22,1
T1423,C1272,2023-12-15,18.59,12
T1424,C1058,2023-06-11,39.45,5
T1425,C1261,2024-02-12,92.74,41
T1426,C1213,2023-06-15,88.84,5
T1427,C1131,2023-07-14,2.88,21
T1428,C1004,2023-12-08,69.75,45
T1429,C1206,2023-07-10,26.69,8
T1430,C1297,2024-06-26,144.65,24
T1431,C1054,2023-01-03,32.96,28
T1432,C1041,2023-08-12,146.76,6
T1433,C1029,2023-01-21,75.93,13
T1434,C1065,2024-02-22,96.82,8
T1435,C1214,2023-11-16,91.05,27
T1436,C1065,2023-03-28,70.96,25
T1437,C1272,2023-02-14,37.02,47
T1438,C1262,2024-03-08,37.97,8
T1439,C1223,2023-04-28,34.72,10
T1440,C1004,2024-05-03,24.99,21
T1441,C1155,2023-07-13,42.37,28
T1442,C1060,2023-11-15,57.79,13
T1443,C1188,2023-02-10,46.48,26
T1444,C1199,2023-10-22,98.19,46
T1445,C1219,2023-01-18,45.73,9
T1446,C1203,2023-05-10,93.08,37
T1447,C1170,2024-06-21,71.56,30
T1448,C1242,2024-07-20,127.15,39
T1449,C1108,2023-09-10,76.24,13
T1450,C1262,2024-06-10,107.57,47
T1451,C1255,2023-04-29,85.7,45
T1452,C1023,2023-12-07,55.96,1
T1453,C1110,2024-02-15,97.12,42
T1454,C1179,2024-05-31,26.23,9
T1455,C1271,2023-01-06,61.99,26
T1456,C1294,2023-12-11,63.07,38
T1457,C1239,2023-05-23,94.62,13
T1458,C1026,2023-08-13,20.04,45
T1459,C1237,2024-07-11,55.37,8
T1460,C1017,2024-01-14,80.37,17
T1461,C1250,2024-06-04,88.7,12
T1462,C1219,2023-04-21,39.02,6
T1463,C1296,2024-01-04,22.91,26
T1464,C1251,2024-06-21,70.03,30
T1465,C1296,2023-02-24,20.69,29
T1466,C1199,2024-05-21,58.46,29
T1467,C1150,2023-07-04,54.29,7
T1468,C1074,2023-09-02,63.53,35
T1469,C1113,2023-01-17,112.38,37
T1470,C1012,2024-05-01,93.6,18
T1471,C1219,2023-05-08,73.11,24
T1472,C1149,2024-07-29,83.73,10
T1473,C1290,2023-01-15,51.62,48
T1474,C1290,2023-03-05,69.53,43
T1475,C1189,2023-03-15,66.67,20
T1476,C1278,2024-01-29,39.97,29
T1477,C1007,2024-01-03,61.32,23
T1478,C1133,2023-04-29,142.82,32
T1479,C1011,2023-02-28,54.25,39
T1480,C1043,2023-06-01,62.99,23
T1481,C1139,2023-04-01,30.0,21
T1482,C1237,2024-02-20,32.08,28
T1483,C1236,2024-06-07,24.62,39
T1484,C1215,2023-09-06,34.98,40
T1485,C1266,2023-07-14,116.82,27
T1486,C1295,2023-10-31,57.47,25
T1487,C1112,2023-07-13,10.45,6
T1488,C1041,2023-04-16,109.24,35
T1489,C1155,2023-02-20,38.59,45
T1490,C1282,2024-01-13,28.77,40
T1491,C1153,2024-04-06,118.89,45
T1492,C1291,2023-10-29,59.14,36
T1493,C1028,2024-01-28,147.92,7
T1494,C1142,2023-03-09,64.86,34
T1495,C1000,2023-11-14,36.13,17
T1496,C1209,2024-01-25,36.43,33
T1497,C1157,2023-12-25,12.05,28
T1498,C1077,2023-01-15,58.9,16
T1499,C1151,2023-02-28,39.03,6
T1500,C1191,2024-07-25,78.89,39
T1501,C1259,2023-05-31,50.86,20
T1502,C1297,2023-05-15,140.7,41
T1503,C1054,2023-12-05,40.09,4
T1504,C1014,2024-03-01,69.8,27
T1505,C1255,2024-07-06,142.91,27
T1506,C1169,2024-03-07,85.32,12
T1507,C1081,2024-04-18,127.34,24
T1508,C1194,2024-06-15,122.67,31
T1509,C1161,2024-01-07,51.18,46
T1510,C1205,2023-12-18,42.66,7
T1511,C1212,2023-10-28,8.45,40
T1512,C1262,2023-04-30,56.55,31
T1513,C1043,2023-01-09,52.45,14
T1514,C1257,2023-03-13,67.76,5
T1515,C1283,2024-05-31,130.8,34
T1516,C1134,2023-06-27,49.65,39
T1517,C1287,2023-02-08,47.17,47
T1518,C1187,2023-03-23,75.5,30
T1519,C1290,2023-03-16,50.39,7
T1520,C1160,2023-08-06,42.28,9
T1521,C1000,2024-02-06,34.3,27
T1522,C1050,2024-04-12,55.88,28
T1523,C1193,2024-04-16,69.07,8
T1524,C1282,2024-07-09,29.75,47
T1525,C1201,2024-04-01,40.38,13
T1526,C1202,2023-06-03,58.13,1
T1527,C1263,2023-09-20,30.92,25
T1528,C1090,2024-01-11,89.01,28
T1529,C1060,2023-04-13,91.08,1
T1530,C1265,2024-02-03,46.44,49
T1531,C1037,2023-01-21,192.94,24
T1532,C1093,2023-05-11,95.17,14
T1533,C1242,2024-05-08,75.98,15
T1534,C1075,2023-07-04,69.21,45
T1535,C1078,2024-07-21,105.52,4
T1536,C1266,2024-05-01,122.19,1
T1537,C1019,2023-05-22,71.86,27
T1538,C1206,2024-06-18,190.54,34
T1539,C1027,2024-05-17,57.92,10
T1540,C1035,2024-07-24,40.12,34
T1541,C1193,2023-08-22,32.88,10
T1542,C1165,2024-06-10,42.76,36
T1543,C1160,2023-06-30,50.31,47
T1544,C1077,2023-07-26,45.37,47
T1545,C1224,2023-10-20,39.46,22
T1546,C1045,2023-07-29,78.71,4
T1547,C1242,2023-01-05,24.41,27
T1548,C1169,2024-02-21,22.79,4
T1549,C1000,2023-09-14,55.77,6
T1550,C1148,2024-04-19,45.65,20
T1551,C1279,2023-04-26,31.81,47
T1552,C1147,2023-05-12,149.76,17
T1553,C1263,2024-02-18,47.88,29
T1554,C1010,2024-02-10,68.73,1
T1555,C1279,2023-10-19,23.74,15
T1556,C1074,2023-12-16,244.86,45
T1557,C1230,2024-05-18,45.49,33
T1558,C1017,2024-05-24,92.35,46
T1559,C1115,2024-06-04,63.75,32
T1560,C1214,2024-07-29,78.61,38
T1561,C1074,2023-07-03,38.99,24
T1562,C1286,2024-04-07,7.75,26
T1563,C1273,2023-06-12,19.6,21
T1564,C1106,2024-05-18,126.19,16
T1565,C1126,2024-06-28,76.08,5
T1566,C1297,2023-09-12,79.6,14
T1567,C1146,2023-10-20,39.57,38
T1568,C1276,2023-03-10,46.17,27
T1569,C1209,2023-02-25,44.4,2
T1570,C1143,2023-04-25,25.96,17
T1571,C1206,2023-01-27,82.33,4
T1572,C1161,2023-08-20,36.27,43
T1573,C1208,2024-07-28,16.59,31
T1574,C1112,2024-02-15,57.58,45
T1575,C1187,2023-12-02,52.45,43
T1576,C1183,2024-02-28,36.97,42
T1577,C1152,2023-02-01,64.46,45
T1578,C1159,2024-01-16,77.11,35
T1579,C1230,2023-10-24,101.25,11
T1580,C1062,2023-03-08,39.26,25
T1581,C1118,2023-10-20,36.23,40
T1582,C1185,2024-01-21,81.52,1
T1583,C1078,2023-09-10,58.1,9
T1584,C1238,2024-06-18,43.9,46
T1585,C1272,2024-07-05,88.24,10
T1586,C1151,2023-07-29,112.68,23
T1587,C1253,2024-07-04,81.5,23
T1588,C1013,2023-05-21,29.55,13
T1589,C1215,2023-03-14,6.12,29
T1590,C1134,2024-01-12,91.06,4
T1591,C1050,2023-03-29,47.5,27
T1592,C1258,2023-07-05,52.85,49
T1593,C1013,2023-08-25,157.3,45
T1594,C1299,2024-02-03,89.6,24
T1595,C1276,2024-04-28,62.53,25
T1596,C1225,2024-06-01,56.36,13
T1597,C1282,2023-12-28,17.53,18
T1598,C1212,2024-07-12,77.72,27
T1599,C1081,2024-02-28,50.94,23
T1600,C1259,2024-05-21,69.34,28
T1601,C1188,2023-12-01,114.28,10
T1602,C1192,2023-03-10,34.53,35
T1603,C1005,2023-05-02,74.24,36
T1604,C1116,2023-08-28,10.78,31
T1605,C1118,2024-04-19,14.57,9
T1606,C1093,2023-08-29,69.49,31
T1607,C1211,2023-01-09,87.21,24
T1608,C1296,2023-09-08,36.26,35
T1609,C1108,2024-02-10,101.57,5
T1610,C1082,2024-07-28,55.09,24
T1611,C1242,2023-04-23,99.65,36
T1612,C1113,2023-06-29,34.0,7
T1613,C1273,2023-10-01,31.33,18
T1614,C1230,2023-10-11,105.19,38
T1615,C1041,2024-07-19,112.67,39
T1616,C1106,2023-08-20,30.59,26
T1617,C1206,2023-11-09,116.53,9
T1618,C1005,2023-05-26,70.33,40
T1619,C1112,2023-02-03,28.51,24
T1620,C1040,2023-08-16,32.94,19
T1621,C1052,2023-09-06,53.42,43
T1622,C1254,2023-04-11,49.11,32
T1623,C1104,2024-01-18,89.47,36
T1624,C1238,2023-07-11,47.02,21
T1625,C1144,2023-02-02,17.05,11
T1626,C1260,2023-11-07,91.94,25
T1627,C1268,2023-05-27,147.76,5
T1628,C1222,2024-02-27,15.12,36
T1629,C1229,2023-01-11,93.71,30
T1630,C1039,2024-03-21,17.52,21
T1631,C1001,2023-11-10,79.65,48
T1632,C1262,2024-02-28,44.04,44
T1633,C1016,2023-08-10,24.72,20
T1634,C1011,2024-05-26,58.51,1
T1635,C1298,2023-10-20,35.51,35
T1636,C1048,2024-08-01,129.61,42
T1637,C1166,2023-06-21,49.75,34
T1638,C1011,2024-05-11,66.7,47
T1639,C1183,2024-01-16,56.89,48
T1640,C1078,2024-06-20,88.13,3
T1641,C1105,2023-04-11,35.94,20
T1642,C1010,2023-10-25,149.89,44
T1643,C1249,2024-06-09,63.46,5
T1644,C1295,2023-05-22,64.15,21
T1645,C1167,2024-07-10,58.3,5
T1646,C1061,2024-07-15,62.98,10
T1647,C1177,2023-10-13,47.23,45
T1648,C1053,2024-02-27,43.33,26
T1649,C1074,2023-09-27,46.09,11
T1650,C1230,2024-01-17,66.54,12
T1651,C1233,2024-05-13,96.12,29
T1652,C1043,2024-03-05,68.25,30
T1653,C1064,2023-06-18,50.6,32
T1654,C1275,2023-12-03,72.68,29
T1655,C1041,2024-04-10,92.57,45
T1656,C1129,2023-12-04,76.1,41
T1657,C1179,2023-06-16,133.13,21
T1658,C1010,2024-03-12,58.1,4
T1659,C1249,2024-02-22,58.91,13
T1660,C1214,2024-01-04,39.45,35
T1661,C1087,2023-07-13,34.67,45
T1662,C1299,2023-11-23,65.36,2
T1663,C1090,2023-12-16,46.21,31
T1664,C1231,2023-05-05,82.32,38
T1665,C1044,2024-06-21,49.58,49
T1666,C1229,2023-12-11,60.29,34
T1667,C1180,2023-02-01,143.63,39
T1668,C1243,2023-06-06,89.98,3
T1669,C1231,2024-04-13,98.23,33
T1670,C1193,2024-02-07,36.32,2
T1671,C1037,2023-11-11,31.75,24
T1672,C1137,2023-10-14,43.65,3
T1673,C1160,2023-08-08,105.94,1
T1674,C1281,2024-06-30,30.22,31
T1675,C1161,2023-07-23,59.75,41
T1676,C1274,2024-04-27,126.78,29
T1677,C1032,2023-02-10,45.44,18
T1678,C1101,2023-11-06,57.66,28
T1679,C1159,2023-05-30,79.8,3
T1680,C1250,2023-09-02,19.39,24
T1681,C1081,2023-12-28,110.74,37
T1682,C1132,2023-02-09,48.49,11
T1683,C1059,2023-02-26,48.28,49
T1684,C1259,2023-12-03,16.27,10
T1685,C1295,2024-01-24,35.36,37
T1686,C1253,2023-02-05,6.98,20
T1687,C1027,2024-07-12,106.89,9
T1688,C1208,2023-09-11,116.11,5
T1689,C1103,2024-07-22,33.59,17
T1690,C1161,2023-03-21,98.44,41
T1691,C1185,2024-05-30,74.05,17
T1692,C1178,2024-01-09,32.14,32
T1693,C1121,2024-04-12,28.76,15
T1694,C1165,2024-04-13,16.35,24
T1695,C1005,2023-04-14,19.65,34
T1696,C1176,2023-04-08,76.71,38
T1697,C1259,2024-07-16,155.18,36
T1698,C1269,2023-09-08,75.02,27
T1699,C1071,2023-04-28,14.24,14
T1700,C1032,2024-01-01,43.72,7
T1701,C1123,2024-05-19,52.41,20
T1702,C1095,2023-06-08,20.88,38
T1703,C1272,2024-05-24,31.01,16
T1704,C1213,2023-02-07,67.76,19
T1705,C1290,2023-12-27,45.17,13
T1706,C1151,2023-08-06,34.37,9
T1707,C1274,2023-10-30,15.6,33
T1708,C1211,2023-12-18,89.33,38
T1709,C1123,2023-04-27,69.67,40
T1710,C1008,2023-01-29,145.87,8
T1711,C1223,2023-10-29,21.75,36
T1712,C1024,2024-07-06,78.78,8
T1713,C1254,2023-06-18,81.19,48
T1714,C1086,2023-11-21,59.35,48
T1715,C1059,2023-03-15,34.07,47
T1716,C1189,2023-07-19,42.07,32
T1717,C1290,2023-03-16,56.34,48
T1718,C1210,2023-03-07,12.62,30
T1719,C1030,2024-04-09,80.73,39
T1720,C1090,2024-06-08,57.86,19
T1721,C1197,2024-06-18,44.62,19
T1722,C1055,2024-02-28,59.29,35
T1723,C1071,2023-03-24,59.17,37
T1724,C1147,2024-06-20,70.76,33
T1725,C1064,2023-01-08,61.28,48
T1726,C1159,2023-06-06,32.0,20
T1727,C1041,2023-06-02,37.05,14
T1728,C1088,2024-03-07,58.48,9
T1729,C1282,2023-03-19,52.9,18
T1730,C1227,2024-07-15,118.54,20
T1731,C1038,2023-04-20,36.87,2
T1732,C1093,2024-05-15,43.28,17
T1733,C1273,2023-12-05,45.63,45
T1734,C1293,2023-05-26,20.72,9
T1735,C1049,2023-09-02,59.37,40
T1736,C1275,2023-03-08,29.27,48
T1737,C1098,2023-09-06,41.63,6
T1738,C1041,2024-02-06,31.38,39
T1739,C1063,2023-04-30,49.39,22
T1740,C1157,2024-07-12,59.79,17
T1741,C1296,2024-01-21,6.98,15
T1742,C1287,2023-08-02,51.67,30
T1743,C1027,2023-06-17,64.8,18
T1744,C1110,2024-03-26,25.69,23
T1745,C1258,2023-08-20,40.39,22
T1746,C1284,2024-06-30,133.88,27
T1747,C1090,2023-09-26,40.7,47
T1748,C1073,2024-02-11,72.3,6
T1749,C1285,2024-06-08,92.98,16
T1750,C1114,2024-07-05,14.39,19
T1751,C1225,2023-05-23,59.69,29
T1752,C1102,2023-09-09,42.52,15
T1753,C1079,2024-02-21,59.63,37
T1754,C1267,2023-08-27,52.4,4
T1755,C1152,2023-06-29,72.57,35
T1756,C1157,2023-12-26,24.56,30
T1757,C1048,2024-06-02,21.4,2
T1758,C1077,2023-09-27,68.49,24
T1759,C1122,2023-08-17,59.3,17
T1760,C1150,2024-03-17,9.8,1
T1761,C1007,2023-10-20,122.87,41
T1762,C1091,2023-06-29,47.28,22
T1763,C1204,2024-05-23,50.26,9
T1764,C1173,2023-12-20,16.13,30
T1765,C1177,2024-01-26,56.82,23
T1766,C1265,2024-04-16,66.9,32
T1767,C1081,2023-02-24,77.54,39
T1768,C1014,2024-05-08,27.17,11
T1769,C1003,2023-03-21,230.42,11
T1770,C1269,2023-01-07,83.08,44
T1771,C1281,2024-07-28,90.15,24
T1772,C1159,2023-06-11,141.77,8
T1773,C1037,2023-01-17,49.81,47
T1774,C1020,2024-02-12,61.91,23
T1775,C1098,2023-06-24,10.28,5
T1776,C1032,2023-08-31,14.59,39
T1777,C1007,2024-07-10,49.51,15
T1778,C1081,2023-11-27,58.06,23
T1779,C1114,2023-01-09,49.15,2
T1780,C1248,2024-01-29,41.01,7
T1781,C1120,2023-04-04,76.05,3
T1782,C1214,2023-07-06,77.6,25
T1783,C1160,2023-05-04,43.31,40
T1784,C1250,2024-06-14,55.88,30
T1785,C1097,2023-02-20,69.91,26
T1786,C1291,2023-11-10,61.32,43
T1787,C1074,2023-10-01,19.26,31
T1788,C1034,2023-11-17,43.15,16
T1789,C1235,2023-12-10,39.6,13
T1790,C1165,2023-03-01,109.99,49
T1791,C1083,2023-07-04,30.4,35
T1792,C1049,2023-11-25,48.14,41
T1793,C1099,2023-03-05,44.65,8
T1794,C1190,2024-04-14,41.34,21
T1795,C1147,2024-04-15,17.09,10
T1796,C1034,2023-11-03,132.68,2
T1797,C1082,2024-04-11,50.41,4
T1798,C1154,2023-09-06,70.55,46
T1799,C1217,2023-11-23,63.24,47
T1800,C1173,2023-09-28,40.8,17
T1801,C1025,2023-03-21,49.95,17
T1802,C1041,2023-04-12,102.93,17
T1803,C1096,2023-11-11,20.3,15
T1804,C1210,2023-02-15,50.87,10
T1805,C1126,2024-01-01,62.26,21
T1806,C1036,2023-07-06,41.86,20
T1807,C1077,2023-09-06,41.57,12
T1808,C1176,2024-06-04,73.95,13
T1809,C1251,2024-05-16,46.71,45
T1810,C1070,2023-09-30,143.88,10
T1811,C1106,2023-08-15,74.66,14
T1812,C1069,2024-04-16,114.57,25
T1813,C1126,2023-10-24,77.43,3
T1814,C1137,2024-03-03,29.37,4
T1815,C1140,2023-03-08,49.11,42
T1816,C1046,2024-02-17,53.08,8
T1817,C1249,2023-11-23,53.34,36
T1818,C1168,2023-05-03,15.62,24
T1819,C1065,2024-03-20,73.81,9
T1820,C1124,2023-11-08,70.23,37
T1821,C1248,2024-02-29,54.88,19
T1822,C1219,2024-04-25,22.42,39
T1823,C1284,2023-05-30,123.66,8
T1824,C1168,2024-04-14,42.09,2
T1825,C1079,2024-07-29,38.17,45
T1826,C1043,2023-10-27,10.0,45
T1827,C1050,2024-02-22,76.88,45
T1828,C1160,2024-03-23,91.82,19
T1829,C1236,2023-09-03,90.37,3
T1830,C1201,2024-04-11,9.75,38
T1831,C1093,2023-08-29,96.98,11
T1832,C1085,2024-05-28,43.01,30
T1833,C1068,2024-03-28,44.31,21
T1834,C1084,2023-11-09,33.3,18
T1835,C1023,2023-04-12,72.47,31
T1836,C1050,2024-04-24,91.91,24
T1837,C1184,2024-01-06,53.95,41
T1838,C1069,2023-11-28,42.93,40
T1839,C1281,2024-02-21,97.69,45
T1840,C1039,2024-07-30,49.66,7
T1841,C1264,2023-10-27,60.34,46
T1842,C1253,2023-08-12,40.61,2
T1843,C1176,2024-05-21,63.71,29
T1844,C1083,2024-01-12,69.46,23
T1845,C1131,2023-09-29,32.25,37
T1846,C1188,2023-04-16,20.84,46
T1847,C1292,2023-09-27,46.99,44
T1848,C1085,2024-06-27,21.41,26
T1849,C1198,2023-06-15,48.63,37
T1850,C1250,2024-07-10,93.73,35
T1851,C1286,2024-06-17,44.45,23
T1852,C1105,2024-05-05,6.66,26
T1853,C1206,2023-07-03,28.1,41
T1854,C1155,2024-04-05,60.04,35
T1855,C1209,2024-02-08,59.04,31
T1856,C1102,2024-06-04,31.78,1
T1857,C1210,2023-08-26,72.42,15
T1858,C1266,2023-12-25,32.38,15
T1859,C1037,2024-06-26,118.32,2
T1860,C1264,2024-06-13,86.75,43
T1861,C1075,2024-07-03,183.12,38
T1862,C1009,2023-02-28,73.64,34
T1863,C1019,2023-01-18,61.44,1
T1864,C1153,2023-02-24,23.55,44
T1865,C1279,2024-07-30,55.59,39
T1866,C1050,2023-08-30,24.91,49
T1867,C1298,2023-12-17,93.1,39
T1868,C1023,2023-08-30,32.83,24
T1869,C1181,2023-02-12,179.65,10
T1870,C1180,2024-06-12,50.13,49
T1871,C1046,2023-10-16,166.52,42
T1872,C1258,2023-06-26,18.39,18
T1873,C1037,2023-01-29,40.2,28
T1874,C1045,2023-03-09,21.96,6
T1875,C1133,2023-11-15,24.43,47
T1876,C1108,2024-03-21,53.57,4
T1877,C1117,2023-04-18,14.19,46
T1878,C1110,2023-11-04,75.99,23
T1879,C1058,2023-08-02,49.97,2
T1880,C1181,2024-01-15,37.7,25
T1881,C1026,2023-06-26,41.99,12
T1882,C1172,2024-05-27,39.32,24
T1883,C1194,2023-12-16,197.6,40
T1884,C1125,2023-04-13,46.06,16
T1885,C1237,2024-04-21,48.3,26
T1886,C1189,2024-01-09,40.05,2
T1887,C1018,2024-06-27,92.61,8
T1888,C1119,2024-06-19,62.64,48
T1889,C1092,2023-07-10,59.6,26
T1890,C1094,2024-02-06,13.6,8
T1891,C1090,2023-11-27,50.04,18
T1892,C1235,2023-09-09,95.03,6
T1893,C1162,2023-01-04,30.15,19
T1894,C1066,2024-04-16,99.93,23
T1895,C1181,2023-08-04,63.68,6
T1896,C1121,2023-02-09,63.07,26
T1897,C1123,2024-07-11,75.66,30
T1898,C1035,2023-08-21,38.44,26
T1899,C1259,2023-03-10,48.89,41
T1900,C1264,2023-09-11,96.01,46
T1901,C1117,2024-05-19,113.66,19
T1902,C1092,2024-03-10,100.4,30
T1903,C1091,2024-01-14,119.2,16
T1904,C1146,2023-06-22,102.08,11
T1905,C1230,2023-06-20,17.59,45
T1906,C1263,2023-06-02,71.25,11
T1907,C1252,2024-03-27,18.0,31
T1908,C1193,2024-04-11,27.04,41
T1909,C1263,2023-06-17,22.62,48
T1910,C1019,2023-06-24,30.83,20
T1911,C1050,2024-06-02,57.26,42
T1912,C1094,2024-07-19,28.9,47
T1913,C1059,2023-02-18,60.4,11
T1914,C1216,2023-05-29,95.7,23
T1915,C1138,2023-03-11,67.76,35
T1916,C1064,2023-07-27,13.6,23
T1917,C1290,2024-03-11,46.2,8
T1918,C1078,2023-12-07,79.02,49
T1919,C1186,2023-09-18,44.35,9
T1920,C1177,2023-05-01,68.0,15
T1921,C1187,2023-03-27,29.83,32
T1922,C1254,2024-03-17,44.56,12
T1923,C1098,2023-10-25,83.02,2
T1924,C1133,2023-01-12,24.73,35
T1925,C1297,2023-06-22,51.33,12
T1926,C1153,2024-01-29,47.96,35
T1927,C1054,2023-11-15,41.11,48
T1928,C1016,2024-02-27,66.66,29
T1929,C1167,2024-03-07,104.48,15
T1930,C1046,2023-03-06,45.91,38
T1931,C1202,2024-05-11,35.31,36
T1932,C1148,2023-12-13,45.36,29
T1933,C1242,2023-02-04,109.37,35
T1934,C1019,2024-07-08,29.86,19
T1935,C1244,2023-12-10,26.28,27
T1936,C1254,2023-05-19,37.29,34
T1937,C1115,2024-07-24,79.24,42
T1938,C1178,2023-01-20,53.18,43
T1939,C1081,2023-09-24,78.1,10
T1940,C1168,2023-01-24,24.58,16
T1941,C1293,2024-03-22,46.32,7
T1942,C1012,2024-03-25,26.45,49
T1943,C1165,2023-02-26,27.41,39
T1944,C1189,2023-06-19,65.0,43
T1945,C1084,2024-05-21,46.66,17
T1946,C1050,2023-06-02,149.73,48
T1947,C1041,2023-12-04,101.2,10
T1948,C1032,2023-11-12,54.61,42
T1949,C1240,2024-05-30,45.6,26
T1950,C1162,2024-03-08,19.14,21
T1951,C1254,2024-04-01,15.04,34
T1952,C1132,2023-02-22,97.21,23
T1953,C1170,2024-05-19,36.67,26
T1954,C1283,2023-09-21,61.66,29
T1955,C1115,2023-02-03,56.07,40
T1956,C1151,2023-02-25,80.38,25
T1957,C1197,2024-02-20,134.04,18
T1958,C1192,2024-05-30,85.55,36
T1959,C1294,2023-04-25,48.31,40
T1960,C1247,2023-06-20,111.56,35
T1961,C1173,2023-06-04,71.98,46
T1962,C1168,2024-06-01,48.93,29
T1963,C1236,2023-07-08,59.18,29
T1964,C1226,2024-01-13,89.78,31
T1965,C1264,2023-12-09,110.24,34
T1966,C1298,2023-08-26,36.45,1
T1967,C1227,2023-12-31,44.37,28
T1968,C1047,2023-04-30,20.28,29
T1969,C1145,2024-06-24,87.7,15
T1970,C1016,2024-06-15,47.23,2
T1971,C1053,2023-01-08,124.48,13
T1972,C1058,2023-10-07,115.25,34
T1973,C1208,2023-04-23,60.63,36
T1974,C1111,2023-09-18,62.78,8
T1975,C1249,2023-07-29,33.53,8
T1976,C1187,2024-05-22,34.23,44
T1977,C1288,2024-04-19,55.4,20
T1978,C1008,2023-06-16,46.39,40
T1979,C1045,2023-11-15,131.3,19
T1980,C1244,2023-08-16,35.62,44
T1981,C1034,2023-10-24,77.06,44
T1982,C1085,2024-06-08,47.86,13
T1983,C1190,2024-03-16,58.09,27
T1984,C1128,2023-01-31,68.27,19
T1985,C1248,2024-01-15,25.06,14
T1986,C1035,2024-03-23,82.97,18
T1987,C1022,2023-06-18,106.8,22
T1988,C1265,2024-03-05,99.14,26
T1989,C1184,2023-02-20,48.74,3
T1990,C1043,2023-02-24,31.1,30
T1991,C1079,2023-09-26,88.17,14
T1992,C1054,2023-08-28,38.81,14
T1993,C1299,2024-05-25,61.98,34
T1994,C1093,2024-04-23,14.24,36
T1995,C1108,2023-12-13,18.44,13
T1996,C1299,2023-11-12,48.09,6
T1997,C1024,2023-01-31,47.27,15
T1998,C1255,2023-04-20,27.81,34
T1999,C1234,2023-09-13,14.91,45
T2000,C1031,2023-09-04,66.06,7
T2001,C1090,2023-08-12,16.01,14
T2002,C1269,2023-10-18,33.6,40
T2003,C1125,2023-12-04,81.35,29
T2004,C1221,2023-08-15,52.4,11
T2005,C1039,2023-12-07,65.54,49
T2006,C1233,2023-03-04,58.04,39
T2007,C1099,2024-07-05,59.25,5
T2008,C1074,2023-10-28,47.84,39
T2009,C1039,2023-07-16,27.73,21
T2010,C1236,2023-09-15,97.67,47
T2011,C1077,2023-08-25,59.93,40
T2012,C1178,2023-06-15,57.7,36
T2013,C1173,2023-12-22,217.53,38
T2014,C1113,2024-05-29,27.12,21
T2015,C1089,2024-05-29,98.15,31
T2016,C1004,2023-04-07,61.06,34
T2017,C1200,2024-02-14,22.12,35
T2018,C1148,2024-03-13,37.24,41
T2019,C1270,2023-10-01,41.94,8
T2020,C1060,2024-02-04,19.26,15
T2021,C1172,2024-04-17,39.11,3
T2022,C1013,2023-03-02,84.87,6
T2023,C1008,2023-10-09,107.9,7
T2024,C1138,2023-01-19,64.5,32
T2025,C1287,2024-07-12,57.93,45
T2026,C1200,2023-11-03,49.12,9
T2027,C1059,2023-06-13,33.47,9
T2028,C1264,2023-02-06,42.13,36
T2029,C1103,2023-03-15,66.33,34
T2030,C1111,2023-06-13,20.12,21
T2031,C1157,2024-04-26,46.95,4
T2032,C1268,2024-07-23,57.82,17
T2033,C1185,2023-06-22,61.63,44
T2034,C1109,2023-07-17,18.68,45
T2035,C1102,2024-05-06,119.29,38
T2036,C1046,2023-02-28,73.76,34
T2037,C1132,2023-12-20,30.48,42
T2038,C1292,2023-12-14,40.68,31
T2039,C1188,2023-10-23,83.09,48
T2040,C1118,2024-04-29,91.27,48
T2041,C1137,2023-02-20,33.26,32
T2042,C1057,2023-06-15,28.32,17
